,state,category,type,date,crimes,total_population,total_gdp,lat,lon,crime/pop,gdp/pop
242,Kelantan,assault,robbery_solo_unarmed,2017-01-01,78,1829,47037.852,5.680106955,102.1136499,4.26%,25.72
243,Kelantan,assault,robbery_solo_unarmed,2018-01-01,71,1860.5,48273.12,5.680106955,102.1136499,3.82%,25.95
244,Kelantan,assault,robbery_solo_unarmed,2019-01-01,87,1883.8,51026.369,5.680106955,102.1136499,4.62%,27.09
245,Kelantan,assault,robbery_solo_unarmed,2020-01-01,91,1792.5,50333.378,5.680106955,102.1136499,5.08%,28.08
246,Kelantan,assault,robbery_solo_unarmed,2021-01-01,42,1812.3,51616.054,5.680106955,102.1136499,2.32%,28.48
247,Kelantan,assault,robbery_solo_unarmed,2022-01-01,62,1830.6,53947.423,5.680106955,102.1136499,3.39%,29.47
248,Kelantan,assault,robbery_solo_unarmed,2023-01-01,56,1859.8,55295.741,5.680106955,102.1136499,3.01%,29.73
249,Kelantan,property,break_in,2016-01-01,682,1796.7,44991.308,5.680106955,102.1136499,37.96%,25.04
250,Kelantan,property,break_in,2017-01-01,570,1829,47037.852,5.680106955,102.1136499,31.16%,25.72
251,Kelantan,property,break_in,2018-01-01,699,1860.5,48273.12,5.680106955,102.1136499,37.57%,25.95
252,Kelantan,property,break_in,2019-01-01,929,1883.8,51026.369,5.680106955,102.1136499,49.32%,27.09
253,Kelantan,property,break_in,2020-01-01,626,1792.5,50333.378,5.680106955,102.1136499,34.92%,28.08
254,Kelantan,property,break_in,2021-01-01,483,1812.3,51616.054,5.680106955,102.1136499,26.65%,28.48
255,Kelantan,property,break_in,2022-01-01,472,1830.6,53947.423,5.680106955,102.1136499,25.78%,29.47
256,Kelantan,property,break_in,2023-01-01,443,1859.8,55295.741,5.680106955,102.1136499,23.82%,29.73
257,Kelantan,property,theft_other,2016-01-01,674,1796.7,44991.308,5.680106955,102.1136499,37.51%,25.04
258,Kelantan,property,theft_other,2017-01-01,547,1829,47037.852,5.680106955,102.1136499,29.91%,25.72
259,Kelantan,property,theft_other,2018-01-01,613,1860.5,48273.12,5.680106955,102.1136499,32.95%,25.95
260,Kelantan,property,theft_other,2019-01-01,756,1883.8,51026.369,5.680106955,102.1136499,40.13%,27.09
261,Kelantan,property,theft_other,2020-01-01,560,1792.5,50333.378,5.680106955,102.1136499,31.24%,28.08
262,Kelantan,property,theft_other,2021-01-01,548,1812.3,51616.054,5.680106955,102.1136499,30.24%,28.48
263,Kelantan,property,theft_other,2022-01-01,545,1830.6,53947.423,5.680106955,102.1136499,29.77%,29.47
264,Kelantan,property,theft_other,2023-01-01,485,1859.8,55295.741,5.680106955,102.1136499,26.08%,29.73
265,Kelantan,property,theft_vehicle_lorry,2016-01-01,90,1796.7,44991.308,5.680106955,102.1136499,5.01%,25.04
266,Kelantan,property,theft_vehicle_lorry,2017-01-01,98,1829,47037.852,5.680106955,102.1136499,5.36%,25.72
267,Kelantan,property,theft_vehicle_lorry,2018-01-01,64,1860.5,48273.12,5.680106955,102.1136499,3.44%,25.95
268,Kelantan,property,theft_vehicle_lorry,2019-01-01,20,1883.8,51026.369,5.680106955,102.1136499,1.06%,27.09
269,Kelantan,property,theft_vehicle_lorry,2020-01-01,14,1792.5,50333.378,5.680106955,102.1136499,0.78%,28.08
270,Kelantan,property,theft_vehicle_lorry,2021-01-01,4,1812.3,51616.054,5.680106955,102.1136499,0.22%,28.48
271,Kelantan,property,theft_vehicle_lorry,2022-01-01,18,1830.6,53947.423,5.680106955,102.1136499,0.98%,29.47
272,Kelantan,property,theft_vehicle_lorry,2023-01-01,9,1859.8,55295.741,5.680106955,102.1136499,0.48%,29.73
273,Kelantan,property,theft_vehicle_motorcar,2016-01-01,614,1796.7,44991.308,5.680106955,102.1136499,34.17%,25.04
274,Kelantan,property,theft_vehicle_motorcar,2017-01-01,722,1829,47037.852,5.680106955,102.1136499,39.48%,25.72
275,Kelantan,property,theft_vehicle_motorcar,2018-01-01,489,1860.5,48273.12,5.680106955,102.1136499,26.28%,25.95
276,Kelantan,property,theft_vehicle_motorcar,2019-01-01,301,1883.8,51026.369,5.680106955,102.1136499,15.98%,27.09
277,Kelantan,property,theft_vehicle_motorcar,2020-01-01,118,1792.5,50333.378,5.680106955,102.1136499,6.58%,28.08
278,Kelantan,property,theft_vehicle_motorcar,2021-01-01,73,1812.3,51616.054,5.680106955,102.1136499,4.03%,28.48
279,Kelantan,property,theft_vehicle_motorcar,2022-01-01,122,1830.6,53947.423,5.680106955,102.1136499,6.66%,29.47
280,Kelantan,property,theft_vehicle_motorcar,2023-01-01,128,1859.8,55295.741,5.680106955,102.1136499,6.88%,29.73
281,Kelantan,property,theft_vehicle_motorcycle,2016-01-01,1945,1796.7,44991.308,5.680106955,102.1136499,108.25%,25.04
282,Kelantan,property,theft_vehicle_motorcycle,2017-01-01,1983,1829,47037.852,5.680106955,102.1136499,108.42%,25.72
283,Kelantan,property,theft_vehicle_motorcycle,2018-01-01,1611,1860.5,48273.12,5.680106955,102.1136499,86.59%,25.95
284,Kelantan,property,theft_vehicle_motorcycle,2019-01-01,1069,1883.8,51026.369,5.680106955,102.1136499,56.75%,27.09
285,Kelantan,property,theft_vehicle_motorcycle,2020-01-01,709,1792.5,50333.378,5.680106955,102.1136499,39.55%,28.08
286,Kelantan,property,theft_vehicle_motorcycle,2021-01-01,483,1812.3,51616.054,5.680106955,102.1136499,26.65%,28.48
287,Kelantan,property,theft_vehicle_motorcycle,2022-01-01,601,1830.6,53947.423,5.680106955,102.1136499,32.83%,29.47
288,Kelantan,property,theft_vehicle_motorcycle,2023-01-01,539,1859.8,55295.741,5.680106955,102.1136499,28.98%,29.73
289,Melaka,assault,causing_injury,2016-01-01,193,901.1,75472.484,2.3346145,102.2913868,21.42%,83.76
290,Melaka,assault,causing_injury,2017-01-01,176,913.1,81951.298,2.3346145,102.2913868,19.27%,89.75
291,Melaka,assault,causing_injury,2018-01-01,198,922.4,84756.246,2.3346145,102.2913868,21.47%,91.89
292,Melaka,assault,causing_injury,2019-01-01,164,928.4,87109.09,2.3346145,102.2913868,17.66%,93.83
293,Melaka,assault,causing_injury,2020-01-01,149,998.4,82072.851,2.3346145,102.2913868,14.92%,82.20
294,Melaka,assault,causing_injury,2021-01-01,170,1004.5,83690.587,2.3346145,102.2913868,16.92%,83.32
295,Melaka,assault,causing_injury,2022-01-01,125,1008.6,91215.523,2.3346145,102.2913868,12.39%,90.44
296,Melaka,assault,causing_injury,2023-01-01,108,1028.3,93889.907,2.3346145,102.2913868,10.50%,91.31
297,Melaka,assault,murder,2016-01-01,13,901.1,75472.484,2.3346145,102.2913868,1.44%,83.76
298,Melaka,assault,murder,2017-01-01,7,913.1,81951.298,2.3346145,102.2913868,0.77%,89.75
299,Melaka,assault,murder,2018-01-01,13,922.4,84756.246,2.3346145,102.2913868,1.41%,91.89
300,Melaka,assault,murder,2019-01-01,5,928.4,87109.09,2.3346145,102.2913868,0.54%,93.83
301,Melaka,assault,murder,2020-01-01,6,998.4,82072.851,2.3346145,102.2913868,0.60%,82.20
302,Melaka,assault,murder,2021-01-01,4,1004.5,83690.587,2.3346145,102.2913868,0.40%,83.32
303,Melaka,assault,murder,2022-01-01,5,1008.6,91215.523,2.3346145,102.2913868,0.50%,90.44
304,Melaka,assault,murder,2023-01-01,13,1028.3,93889.907,2.3346145,102.2913868,1.26%,91.31
305,Melaka,assault,rape,2016-01-01,60,901.1,75472.484,2.3346145,102.2913868,6.66%,83.76
306,Melaka,assault,rape,2017-01-01,69,913.1,81951.298,2.3346145,102.2913868,7.56%,89.75
307,Melaka,assault,rape,2018-01-01,51,922.4,84756.246,2.3346145,102.2913868,5.53%,91.89
308,Melaka,assault,rape,2019-01-01,22,928.4,87109.09,2.3346145,102.2913868,2.37%,93.83
309,Melaka,assault,rape,2020-01-01,53,998.4,82072.851,2.3346145,102.2913868,5.31%,82.20
310,Melaka,assault,rape,2021-01-01,41,1004.5,83690.587,2.3346145,102.2913868,4.08%,83.32
311,Melaka,assault,rape,2022-01-01,59,1008.6,91215.523,2.3346145,102.2913868,5.85%,90.44
312,Melaka,assault,rape,2023-01-01,76,1028.3,93889.907,2.3346145,102.2913868,7.39%,91.31
313,Melaka,assault,robbery_gang_armed,2016-01-01,2,901.1,75472.484,2.3346145,102.2913868,0.22%,83.76
314,Melaka,assault,robbery_gang_armed,2017-01-01,1,913.1,81951.298,2.3346145,102.2913868,0.11%,89.75
315,Melaka,assault,robbery_gang_armed,2018-01-01,1,922.4,84756.246,2.3346145,102.2913868,0.11%,91.89
316,Melaka,assault,robbery_gang_armed,2019-01-01,0,928.4,87109.09,2.3346145,102.2913868,0.00%,93.83
317,Melaka,assault,robbery_gang_armed,2020-01-01,0,998.4,82072.851,2.3346145,102.2913868,0.00%,82.20
318,Melaka,assault,robbery_gang_armed,2021-01-01,0,1004.5,83690.587,2.3346145,102.2913868,0.00%,83.32
319,Melaka,assault,robbery_gang_armed,2022-01-01,1,1008.6,91215.523,2.3346145,102.2913868,0.10%,90.44
320,Melaka,assault,robbery_gang_armed,2023-01-01,0,1028.3,93889.907,2.3346145,102.2913868,0.00%,91.31
321,Melaka,assault,robbery_gang_unarmed,2016-01-01,610,901.1,75472.484,2.3346145,102.2913868,67.70%,83.76
322,Melaka,assault,robbery_gang_unarmed,2017-01-01,349,913.1,81951.298,2.3346145,102.2913868,38.22%,89.75
323,Melaka,assault,robbery_gang_unarmed,2018-01-01,175,922.4,84756.246,2.3346145,102.2913868,18.97%,91.89
324,Melaka,assault,robbery_gang_unarmed,2019-01-01,151,928.4,87109.09,2.3346145,102.2913868,16.26%,93.83
325,Melaka,assault,robbery_gang_unarmed,2020-01-01,77,998.4,82072.851,2.3346145,102.2913868,7.71%,82.20
326,Melaka,assault,robbery_gang_unarmed,2021-01-01,44,1004.5,83690.587,2.3346145,102.2913868,4.38%,83.32
327,Melaka,assault,robbery_gang_unarmed,2022-01-01,40,1008.6,91215.523,2.3346145,102.2913868,3.97%,90.44
328,Melaka,assault,robbery_gang_unarmed,2023-01-01,74,1028.3,93889.907,2.3346145,102.2913868,7.20%,91.31
329,Melaka,assault,robbery_solo_armed,2016-01-01,0,901.1,75472.484,2.3346145,102.2913868,0.00%,83.76
330,Melaka,assault,robbery_solo_armed,2017-01-01,0,913.1,81951.298,2.3346145,102.2913868,0.00%,89.75
331,Melaka,assault,robbery_solo_armed,2018-01-01,0,922.4,84756.246,2.3346145,102.2913868,0.00%,91.89
332,Melaka,assault,robbery_solo_armed,2019-01-01,0,928.4,87109.09,2.3346145,102.2913868,0.00%,93.83
333,Melaka,assault,robbery_solo_armed,2020-01-01,0,998.4,82072.851,2.3346145,102.2913868,0.00%,82.20
334,Melaka,assault,robbery_solo_armed,2021-01-01,0,1004.5,83690.587,2.3346145,102.2913868,0.00%,83.32
335,Melaka,assault,robbery_solo_armed,2022-01-01,0,1008.6,91215.523,2.3346145,102.2913868,0.00%,90.44
336,Melaka,assault,robbery_solo_armed,2023-01-01,0,1028.3,93889.907,2.3346145,102.2913868,0.00%,91.31
337,Melaka,assault,robbery_solo_unarmed,2016-01-01,276,901.1,75472.484,2.3346145,102.2913868,30.63%,83.76
338,Melaka,assault,robbery_solo_unarmed,2017-01-01,240,913.1,81951.298,2.3346145,102.2913868,26.28%,89.75
339,Melaka,assault,robbery_solo_unarmed,2018-01-01,183,922.4,84756.246,2.3346145,102.2913868,19.84%,91.89
340,Melaka,assault,robbery_solo_unarmed,2019-01-01,118,928.4,87109.09,2.3346145,102.2913868,12.71%,93.83
341,Melaka,assault,robbery_solo_unarmed,2020-01-01,81,998.4,82072.851,2.3346145,102.2913868,8.11%,82.20
342,Melaka,assault,robbery_solo_unarmed,2021-01-01,52,1004.5,83690.587,2.3346145,102.2913868,5.18%,83.32
343,Melaka,assault,robbery_solo_unarmed,2022-01-01,34,1008.6,91215.523,2.3346145,102.2913868,3.37%,90.44
344,Melaka,assault,robbery_solo_unarmed,2023-01-01,39,1028.3,93889.907,2.3346145,102.2913868,3.79%,91.31
345,Melaka,property,break_in,2016-01-01,544,901.1,75472.484,2.3346145,102.2913868,60.37%,83.76
346,Melaka,property,break_in,2017-01-01,567,913.1,81951.298,2.3346145,102.2913868,62.10%,89.75
347,Melaka,property,break_in,2018-01-01,591,922.4,84756.246,2.3346145,102.2913868,64.07%,91.89
348,Melaka,property,break_in,2019-01-01,681,928.4,87109.09,2.3346145,102.2913868,73.35%,93.83
349,Melaka,property,break_in,2020-01-01,487,998.4,82072.851,2.3346145,102.2913868,48.78%,82.20
350,Melaka,property,break_in,2021-01-01,315,1004.5,83690.587,2.3346145,102.2913868,31.36%,83.32
351,Melaka,property,break_in,2022-01-01,375,1008.6,91215.523,2.3346145,102.2913868,37.18%,90.44
352,Melaka,property,break_in,2023-01-01,428,1028.3,93889.907,2.3346145,102.2913868,41.62%,91.31
353,Melaka,property,theft_other,2016-01-01,525,901.1,75472.484,2.3346145,102.2913868,58.26%,83.76
354,Melaka,property,theft_other,2017-01-01,448,913.1,81951.298,2.3346145,102.2913868,49.06%,89.75
355,Melaka,property,theft_other,2018-01-01,434,922.4,84756.246,2.3346145,102.2913868,47.05%,91.89
356,Melaka,property,theft_other,2019-01-01,593,928.4,87109.09,2.3346145,102.2913868,63.87%,93.83
357,Melaka,property,theft_other,2020-01-01,476,998.4,82072.851,2.3346145,102.2913868,47.68%,82.20
358,Melaka,property,theft_other,2021-01-01,376,1004.5,83690.587,2.3346145,102.2913868,37.43%,83.32
359,Melaka,property,theft_other,2022-01-01,404,1008.6,91215.523,2.3346145,102.2913868,40.06%,90.44
360,Melaka,property,theft_other,2023-01-01,429,1028.3,93889.907,2.3346145,102.2913868,41.72%,91.31
361,Melaka,property,theft_vehicle_lorry,2016-01-01,25,901.1,75472.484,2.3346145,102.2913868,2.77%,83.76
362,Melaka,property,theft_vehicle_lorry,2017-01-01,27,913.1,81951.298,2.3346145,102.2913868,2.96%,89.75
363,Melaka,property,theft_vehicle_lorry,2018-01-01,20,922.4,84756.246,2.3346145,102.2913868,2.17%,91.89
364,Melaka,property,theft_vehicle_lorry,2019-01-01,18,928.4,87109.09,2.3346145,102.2913868,1.94%,93.83
365,Melaka,property,theft_vehicle_lorry,2020-01-01,13,998.4,82072.851,2.3346145,102.2913868,1.30%,82.20
366,Melaka,property,theft_vehicle_lorry,2021-01-01,3,1004.5,83690.587,2.3346145,102.2913868,0.30%,83.32
367,Melaka,property,theft_vehicle_lorry,2022-01-01,8,1008.6,91215.523,2.3346145,102.2913868,0.79%,90.44
368,Melaka,property,theft_vehicle_lorry,2023-01-01,7,1028.3,93889.907,2.3346145,102.2913868,0.68%,91.31
369,Melaka,property,theft_vehicle_motorcar,2016-01-01,170,901.1,75472.484,2.3346145,102.2913868,18.87%,83.76
370,Melaka,property,theft_vehicle_motorcar,2017-01-01,112,913.1,81951.298,2.3346145,102.2913868,12.27%,89.75
371,Melaka,property,theft_vehicle_motorcar,2018-01-01,104,922.4,84756.246,2.3346145,102.2913868,11.27%,91.89
372,Melaka,property,theft_vehicle_motorcar,2019-01-01,91,928.4,87109.09,2.3346145,102.2913868,9.80%,93.83
373,Melaka,property,theft_vehicle_motorcar,2020-01-01,59,998.4,82072.851,2.3346145,102.2913868,5.91%,82.20
374,Melaka,property,theft_vehicle_motorcar,2021-01-01,29,1004.5,83690.587,2.3346145,102.2913868,2.89%,83.32
375,Melaka,property,theft_vehicle_motorcar,2022-01-01,26,1008.6,91215.523,2.3346145,102.2913868,2.58%,90.44
376,Melaka,property,theft_vehicle_motorcar,2023-01-01,53,1028.3,93889.907,2.3346145,102.2913868,5.15%,91.31
377,Melaka,property,theft_vehicle_motorcycle,2016-01-01,1246,901.1,75472.484,2.3346145,102.2913868,138.28%,83.76
378,Melaka,property,theft_vehicle_motorcycle,2017-01-01,1101,913.1,81951.298,2.3346145,102.2913868,120.58%,89.75
379,Melaka,property,theft_vehicle_motorcycle,2018-01-01,1030,922.4,84756.246,2.3346145,102.2913868,111.67%,91.89
380,Melaka,property,theft_vehicle_motorcycle,2019-01-01,718,928.4,87109.09,2.3346145,102.2913868,77.34%,93.83
381,Melaka,property,theft_vehicle_motorcycle,2020-01-01,393,998.4,82072.851,2.3346145,102.2913868,39.36%,82.20
382,Melaka,property,theft_vehicle_motorcycle,2021-01-01,276,1004.5,83690.587,2.3346145,102.2913868,27.48%,83.32
383,Melaka,property,theft_vehicle_motorcycle,2022-01-01,220,1008.6,91215.523,2.3346145,102.2913868,21.81%,90.44
384,Melaka,property,theft_vehicle_motorcycle,2023-01-01,230,1028.3,93889.907,2.3346145,102.2913868,22.37%,91.31
385,Negeri Sembilan,assault,causing_injury,2016-01-01,259,1099.3,83593.545,2.72056238,102.0646787,23.56%,76.04
386,Negeri Sembilan,assault,causing_injury,2017-01-01,241,1114,87685.039,2.72056238,102.0646787,21.63%,78.71
387,Negeri Sembilan,assault,causing_injury,2018-01-01,249,1122.9,91406.698,2.72056238,102.0646787,22.17%,81.40
388,Negeri Sembilan,assault,causing_injury,2019-01-01,258,1126.2,96073.386,2.72056238,102.0646787,22.91%,85.31
389,Negeri Sembilan,assault,causing_injury,2020-01-01,213,1200,92633.522,2.72056238,102.0646787,17.75%,77.19
390,Negeri Sembilan,assault,causing_injury,2021-01-01,221,1204.2,95549.791,2.72056238,102.0646787,18.35%,79.35
391,Negeri Sembilan,assault,causing_injury,2022-01-01,153,1207.9,101870.216,2.72056238,102.0646787,12.67%,84.34
392,Negeri Sembilan,assault,causing_injury,2023-01-01,152,1224.9,103661.504,2.72056238,102.0646787,12.41%,84.63
393,Negeri Sembilan,assault,murder,2016-01-01,17,1099.3,83593.545,2.72056238,102.0646787,1.55%,76.04
394,Negeri Sembilan,assault,murder,2017-01-01,14,1114,87685.039,2.72056238,102.0646787,1.26%,78.71
395,Negeri Sembilan,assault,murder,2018-01-01,9,1122.9,91406.698,2.72056238,102.0646787,0.80%,81.40
396,Negeri Sembilan,assault,murder,2019-01-01,10,1126.2,96073.386,2.72056238,102.0646787,0.89%,85.31
397,Negeri Sembilan,assault,murder,2020-01-01,8,1200,92633.522,2.72056238,102.0646787,0.67%,77.19
398,Negeri Sembilan,assault,murder,2021-01-01,11,1204.2,95549.791,2.72056238,102.0646787,0.91%,79.35
399,Negeri Sembilan,assault,murder,2022-01-01,9,1207.9,101870.216,2.72056238,102.0646787,0.75%,84.34
400,Negeri Sembilan,assault,murder,2023-01-01,8,1224.9,103661.504,2.72056238,102.0646787,0.65%,84.63
401,Negeri Sembilan,assault,rape,2016-01-01,107,1099.3,83593.545,2.72056238,102.0646787,9.73%,76.04
402,Negeri Sembilan,assault,rape,2017-01-01,91,1114,87685.039,2.72056238,102.0646787,8.17%,78.71
403,Negeri Sembilan,assault,rape,2018-01-01,97,1122.9,91406.698,2.72056238,102.0646787,8.64%,81.40
404,Negeri Sembilan,assault,rape,2019-01-01,56,1126.2,96073.386,2.72056238,102.0646787,4.97%,85.31
405,Negeri Sembilan,assault,rape,2020-01-01,75,1200,92633.522,2.72056238,102.0646787,6.25%,77.19
406,Negeri Sembilan,assault,rape,2021-01-01,54,1204.2,95549.791,2.72056238,102.0646787,4.48%,79.35
407,Negeri Sembilan,assault,rape,2022-01-01,65,1207.9,101870.216,2.72056238,102.0646787,5.38%,84.34
408,Negeri Sembilan,assault,rape,2023-01-01,63,1224.9,103661.504,2.72056238,102.0646787,5.14%,84.63
409,Negeri Sembilan,assault,robbery_gang_armed,2016-01-01,2,1099.3,83593.545,2.72056238,102.0646787,0.18%,76.04
410,Negeri Sembilan,assault,robbery_gang_armed,2017-01-01,2,1114,87685.039,2.72056238,102.0646787,0.18%,78.71
411,Negeri Sembilan,assault,robbery_gang_armed,2018-01-01,0,1122.9,91406.698,2.72056238,102.0646787,0.00%,81.40
412,Negeri Sembilan,assault,robbery_gang_armed,2019-01-01,0,1126.2,96073.386,2.72056238,102.0646787,0.00%,85.31
413,Negeri Sembilan,assault,robbery_gang_armed,2020-01-01,0,1200,92633.522,2.72056238,102.0646787,0.00%,77.19
414,Negeri Sembilan,assault,robbery_gang_armed,2021-01-01,0,1204.2,95549.791,2.72056238,102.0646787,0.00%,79.35
415,Negeri Sembilan,assault,robbery_gang_armed,2022-01-01,0,1207.9,101870.216,2.72056238,102.0646787,0.00%,84.34
416,Negeri Sembilan,assault,robbery_gang_armed,2023-01-01,0,1224.9,103661.504,2.72056238,102.0646787,0.00%,84.63
417,Negeri Sembilan,assault,robbery_gang_unarmed,2016-01-01,474,1099.3,83593.545,2.72056238,102.0646787,43.12%,76.04
418,Negeri Sembilan,assault,robbery_gang_unarmed,2017-01-01,392,1114,87685.039,2.72056238,102.0646787,35.19%,78.71
419,Negeri Sembilan,assault,robbery_gang_unarmed,2018-01-01,288,1122.9,91406.698,2.72056238,102.0646787,25.65%,81.40
420,Negeri Sembilan,assault,robbery_gang_unarmed,2019-01-01,282,1126.2,96073.386,2.72056238,102.0646787,25.04%,85.31
421,Negeri Sembilan,assault,robbery_gang_unarmed,2020-01-01,90,1200,92633.522,2.72056238,102.0646787,7.50%,77.19
422,Negeri Sembilan,assault,robbery_gang_unarmed,2021-01-01,71,1204.2,95549.791,2.72056238,102.0646787,5.90%,79.35
423,Negeri Sembilan,assault,robbery_gang_unarmed,2022-01-01,69,1207.9,101870.216,2.72056238,102.0646787,5.71%,84.34
424,Negeri Sembilan,assault,robbery_gang_unarmed,2023-01-01,130,1224.9,103661.504,2.72056238,102.0646787,10.61%,84.63
425,Negeri Sembilan,assault,robbery_solo_armed,2016-01-01,2,1099.3,83593.545,2.72056238,102.0646787,0.18%,76.04
426,Negeri Sembilan,assault,robbery_solo_armed,2017-01-01,0,1114,87685.039,2.72056238,102.0646787,0.00%,78.71
427,Negeri Sembilan,assault,robbery_solo_armed,2018-01-01,1,1122.9,91406.698,2.72056238,102.0646787,0.09%,81.40
428,Negeri Sembilan,assault,robbery_solo_armed,2019-01-01,0,1126.2,96073.386,2.72056238,102.0646787,0.00%,85.31
429,Negeri Sembilan,assault,robbery_solo_armed,2020-01-01,0,1200,92633.522,2.72056238,102.0646787,0.00%,77.19
430,Negeri Sembilan,assault,robbery_solo_armed,2021-01-01,0,1204.2,95549.791,2.72056238,102.0646787,0.00%,79.35
431,Negeri Sembilan,assault,robbery_solo_armed,2022-01-01,1,1207.9,101870.216,2.72056238,102.0646787,0.08%,84.34
432,Negeri Sembilan,assault,robbery_solo_armed,2023-01-01,1,1224.9,103661.504,2.72056238,102.0646787,0.08%,84.63
433,Negeri Sembilan,assault,robbery_solo_unarmed,2016-01-01,223,1099.3,83593.545,2.72056238,102.0646787,20.29%,76.04
434,Negeri Sembilan,assault,robbery_solo_unarmed,2017-01-01,144,1114,87685.039,2.72056238,102.0646787,12.93%,78.71
435,Negeri Sembilan,assault,robbery_solo_unarmed,2018-01-01,187,1122.9,91406.698,2.72056238,102.0646787,16.65%,81.40
436,Negeri Sembilan,assault,robbery_solo_unarmed,2019-01-01,172,1126.2,96073.386,2.72056238,102.0646787,15.27%,85.31
437,Negeri Sembilan,assault,robbery_solo_unarmed,2020-01-01,139,1200,92633.522,2.72056238,102.0646787,11.58%,77.19
438,Negeri Sembilan,assault,robbery_solo_unarmed,2021-01-01,77,1204.2,95549.791,2.72056238,102.0646787,6.39%,79.35
439,Negeri Sembilan,assault,robbery_solo_unarmed,2022-01-01,83,1207.9,101870.216,2.72056238,102.0646787,6.87%,84.34
440,Negeri Sembilan,assault,robbery_solo_unarmed,2023-01-01,63,1224.9,103661.504,2.72056238,102.0646787,5.14%,84.63
441,Negeri Sembilan,property,break_in,2016-01-01,1023,1099.3,83593.545,2.72056238,102.0646787,93.06%,76.04
442,Negeri Sembilan,property,break_in,2017-01-01,895,1114,87685.039,2.72056238,102.0646787,80.34%,78.71
443,Negeri Sembilan,property,break_in,2018-01-01,873,1122.9,91406.698,2.72056238,102.0646787,77.75%,81.40
444,Negeri Sembilan,property,break_in,2019-01-01,765,1126.2,96073.386,2.72056238,102.0646787,67.93%,85.31
445,Negeri Sembilan,property,break_in,2020-01-01,660,1200,92633.522,2.72056238,102.0646787,55.00%,77.19
446,Negeri Sembilan,property,break_in,2021-01-01,380,1204.2,95549.791,2.72056238,102.0646787,31.56%,79.35
447,Negeri Sembilan,property,break_in,2022-01-01,382,1207.9,101870.216,2.72056238,102.0646787,31.63%,84.34
448,Negeri Sembilan,property,break_in,2023-01-01,398,1224.9,103661.504,2.72056238,102.0646787,32.49%,84.63
449,Negeri Sembilan,property,theft_other,2016-01-01,1021,1099.3,83593.545,2.72056238,102.0646787,92.88%,76.04
450,Negeri Sembilan,property,theft_other,2017-01-01,1121,1114,87685.039,2.72056238,102.0646787,100.63%,78.71
451,Negeri Sembilan,property,theft_other,2018-01-01,1047,1122.9,91406.698,2.72056238,102.0646787,93.24%,81.40
452,Negeri Sembilan,property,theft_other,2019-01-01,944,1126.2,96073.386,2.72056238,102.0646787,83.82%,85.31
453,Negeri Sembilan,property,theft_other,2020-01-01,697,1200,92633.522,2.72056238,102.0646787,58.08%,77.19
454,Negeri Sembilan,property,theft_other,2021-01-01,627,1204.2,95549.791,2.72056238,102.0646787,52.07%,79.35
455,Negeri Sembilan,property,theft_other,2022-01-01,594,1207.9,101870.216,2.72056238,102.0646787,49.18%,84.34
456,Negeri Sembilan,property,theft_other,2023-01-01,643,1224.9,103661.504,2.72056238,102.0646787,52.49%,84.63
457,Negeri Sembilan,property,theft_vehicle_lorry,2016-01-01,116,1099.3,83593.545,2.72056238,102.0646787,10.55%,76.04
458,Negeri Sembilan,property,theft_vehicle_lorry,2017-01-01,64,1114,87685.039,2.72056238,102.0646787,5.75%,78.71
459,Negeri Sembilan,property,theft_vehicle_lorry,2018-01-01,60,1122.9,91406.698,2.72056238,102.0646787,5.34%,81.40
460,Negeri Sembilan,property,theft_vehicle_lorry,2019-01-01,48,1126.2,96073.386,2.72056238,102.0646787,4.26%,85.31
461,Negeri Sembilan,property,theft_vehicle_lorry,2020-01-01,22,1200,92633.522,2.72056238,102.0646787,1.83%,77.19
462,Negeri Sembilan,property,theft_vehicle_lorry,2021-01-01,25,1204.2,95549.791,2.72056238,102.0646787,2.08%,79.35
463,Negeri Sembilan,property,theft_vehicle_lorry,2022-01-01,10,1207.9,101870.216,2.72056238,102.0646787,0.83%,84.34
464,Negeri Sembilan,property,theft_vehicle_lorry,2023-01-01,27,1224.9,103661.504,2.72056238,102.0646787,2.20%,84.63
465,Negeri Sembilan,property,theft_vehicle_motorcar,2016-01-01,177,1099.3,83593.545,2.72056238,102.0646787,16.10%,76.04
466,Negeri Sembilan,property,theft_vehicle_motorcar,2017-01-01,170,1114,87685.039,2.72056238,102.0646787,15.26%,78.71
467,Negeri Sembilan,property,theft_vehicle_motorcar,2018-01-01,151,1122.9,91406.698,2.72056238,102.0646787,13.45%,81.40
468,Negeri Sembilan,property,theft_vehicle_motorcar,2019-01-01,166,1126.2,96073.386,2.72056238,102.0646787,14.74%,85.31
469,Negeri Sembilan,property,theft_vehicle_motorcar,2020-01-01,90,1200,92633.522,2.72056238,102.0646787,7.50%,77.19
470,Negeri Sembilan,property,theft_vehicle_motorcar,2021-01-01,62,1204.2,95549.791,2.72056238,102.0646787,5.15%,79.35
471,Negeri Sembilan,property,theft_vehicle_motorcar,2022-01-01,81,1207.9,101870.216,2.72056238,102.0646787,6.71%,84.34
472,Negeri Sembilan,property,theft_vehicle_motorcar,2023-01-01,79,1224.9,103661.504,2.72056238,102.0646787,6.45%,84.63
473,Negeri Sembilan,property,theft_vehicle_motorcycle,2016-01-01,1053,1099.3,83593.545,2.72056238,102.0646787,95.79%,76.04
